default, 0.0,2.0,4.0,6.0,8.0,10.0
0.0, -0.50,-0.50,-0.50,-0.50,-0.50,-0.50
0.2, -0.50,-0.50,-0.50,-0.50,-0.50,-0.50
0.4, -0.08,-0.08,-0.08,-0.08,-0.08,-0.08
0.6, 0.32,0.32,0.32,0.32,0.32,0.32
0.8, 0.55,0.55,0.55,0.55,0.55,0.55
1.0, 0.60,0.60,0.60,0.60,0.60,0.60
