default, 0.0,2.0,4.0,6.0,8.0,10.0
0.0, -0.21,-0.44,-0.50,-0.41,-0.41,-0.41
0.1, -0.17,-0.37,-0.43,-0.36,-0.36,-0.36
0.2, -0.13,-0.30,-0.36,-0.30,-0.30,-0.30
0.3, -0.09,-0.24,-0.30,-0.25,-0.25,-0.25
0.4, -0.06,-0.17,-0.23,-0.20,-0.20,-0.20
0.5, -0.02,-0.10,-0.16,-0.14,-0.14,-0.14
0.6, 0.02,-0.03,-0.09,-0.09,-0.09,-0.09
0.8, 0.09,0.11,0.04,0.02,0.02,0.02
1.0, 0.17,0.25,0.18,0.13,0.13,0.13
