default, 0.0,2.0,4.0,6.0,8.0,10.0
0.0, -0.40,-0.46,-0.52,-0.58,-0.64,-0.70
0.1, -0.45,-0.51,-0.57,-0.63,-0.69,-0.75
0.2, -0.50,-0.56,-0.62,-0.68,-0.74,-0.80
0.3, -0.55,-0.61,-0.67,-0.73,-0.79,-0.85
0.4, -0.60,-0.66,-0.72,-0.78,-0.84,-0.90
0.5, -0.90,-0.96,-1.02,-1.08,-1.14,-1.20
0.6, -1.90,-1.96,-2.02,-2.08,-2.14,-2.20
0.7, -2.90,-2.96,-3.02,-3.08,-3.14,-3.20
0.8, -3.90,-3.96,-4.02,-4.08,-4.14,-4.20
0.9, -4.90,-4.96,-5.02,-5.08,-5.14,-5.20
1.0, -5.90,-5.96,-6.02,-6.08,-6.14,-6.20
