s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
244.6544186, 3724.5765598, 73758.4451393, 0.4841003, 0.0000000, 5.0000000, 0.0000000
245.1547344, 3725.0193863, 73758.6779924, 0.4841003, -0.0000000, 5.0000000, 0.0000000
245.6550502, 3725.4622128, 73758.9108455, 0.4841003, -0.0068072, 5.0000000, 0.0000000
246.1553659, 3725.9050393, 73759.1436986, 0.4772859, -0.0721236, 5.0000000, 0.0000000
246.6556817, 3726.3506426, 73759.3703112, 0.4118068, -0.1376228, 5.0000000, 0.0000000
247.1559975, 3726.8200751, 73759.5433689, 0.3399948, -0.1112469, 5.0000000, 0.0000000
247.6563133, 3727.2936265, 73759.7038738, 0.3003191, -0.1186263, 5.0000000, 0.0000000
248.1566291, 3727.7751193, 73759.8391327, 0.2212605, -0.1649732, 5.0000000, 0.0000000
248.6569449, 3728.2683339, 73759.9231277, 0.1353280, -0.1634835, 5.0000000, 0.0000000
249.1572607, 3728.7645618, 73759.9738554, 0.0578367, -0.1094797, 5.0000000, 0.0000000
249.6575764, 3729.2648172, 73759.9808253, 0.0260765, -0.0195231, 5.0000000, 0.0000000
250.1578922, 3729.7647676, 73759.9999432, 0.0382208, -0.1013551, 5.0000000, 0.0000000
250.6582080, 3730.2647180, 73760.0190610, -0.0766778, -0.2447745, 5.0000000, 0.0000000
251.1585238, 3730.7530262, 73759.9240168, -0.2030998, -0.1149587, 5.0000000, 0.0000000
251.6588396, 3731.2415802, 73759.8178867, -0.1924786, -0.0148545, 5.0000000, 0.0000000
252.1591554, 3731.7344037, 73759.7327548, -0.2179702, -0.1927808, 5.0000000, 0.0000000
252.6594711, 3732.2161551, 73759.6020290, -0.3867555, -0.3645637, 5.0000000, 0.0000000
253.1597869, 3732.6529062, 73759.3586788, -0.5792641, -0.3664868, 5.0000000, 0.0000000
253.6601027, 3733.0511577, 73759.0558395, -0.7561922, -0.2852702, 5.0000000, 0.0000000
254.1604185, 3733.3766647, 73758.6760081, -0.8631025, -0.0913781, 5.0000000, 0.0000000
254.6607343, 3733.7015932, 73758.2955645, -0.8484217, -0.0526141, 5.0000000, 0.0000000
255.1610501, 3734.0381594, 73757.9253996, -0.9160849, -0.1622013, 5.0000000, 0.0000000
255.6613658, 3734.3082063, 73757.5053594, -1.0095826, -0.0833004, 5.0000000, 0.0000000
256.1616816, 3734.5701605, 73757.0791288, -0.9998139, 0.0174272, 5.0000000, 0.0000000
256.6619974, 3734.8488867, 73756.6636441, -0.9921387, -0.0319486, 5.0000000, 0.0000000
257.1623132, 3735.1171820, 73756.2417461, -1.0317932, -0.0701590, 5.0000000, 0.0000000
257.6626290, 3735.3621266, 73755.8054916, -1.0622743, -0.0391982, 5.0000000, 0.0000000
258.1629448, 3735.6043655, 73755.3677489, -1.0710412, -0.0144392, 5.0000000, 0.0000000
258.6632606, 3735.8416237, 73754.9272668, -1.0767220, -0.0056769, 5.0000000, 0.0000000
259.1635763, 3736.0788819, 73754.4867848, -1.0767220, 0.0000000, 5.0000000, 0.0000000
259.6638921, 3736.3161401, 73754.0463028, -1.0767220, 0.0000000, 5.0000000, 0.0000000
260.1642079, 3736.5533983, 73753.6058207, -1.0767220, 0.0000000, 5.0000000, 0.0000000
260.6645237, 3736.7906565, 73753.1653387, -1.0767220, 0.0000000, 5.0000000, 0.0000000
261.1648395, 3737.0279147, 73752.7248566, -1.0767220, 0.0000000, 5.0000000, 0.0000000
261.6651553, 3737.2651729, 73752.2843746, -1.0767220, 0.0000000, 5.0000000, 0.0000000
262.1654710, 3737.5024311, 73751.8438926, -1.0767220, 0.0001687, 5.0000000, 0.0000000
262.6657868, 3737.7396893, 73751.4034105, -1.0765532, 0.0026396, 5.0000000, 0.0000000
263.1661026, 3737.9770960, 73750.9630089, -1.0740807, 0.0047732, 5.0000000, 0.0000000
263.6664184, 3738.2165295, 73750.5237055, -1.0717770, 0.0023022, 5.0000000, 0.0000000
264.1667342, 3738.4559630, 73750.0844021, -1.0717770, 0.0000000, 5.0000000, 0.0000000
264.6670500, 3738.6953964, 73749.6450987, -1.0717770, 0.0000000, 5.0000000, 0.0000000
265.1673658, 3738.9348299, 73749.2057953, -1.0717770, 0.0000000, 5.0000000, 0.0000000
265.6676815, 3739.1742634, 73748.7664918, -1.0717770, 0.0000000, 5.0000000, 0.0000000
266.1679973, 3739.4136969, 73748.3271884, -1.0717770, 0.0000000, 5.0000000, 0.0000000
266.6683131, 3739.6531304, 73747.8878850, -1.0717770, 0.0000000, 5.0000000, 0.0000000
267.1686289, 3739.8925638, 73747.4485816, -1.0717770, -0.0078334, 5.0000000, 0.0000000
267.6689447, 3740.1319973, 73747.0092782, -1.0796159, -0.0205724, 5.0000000, 0.0000000
268.1692605, 3740.3644961, 73746.5663090, -1.0923606, -0.0176387, 5.0000000, 0.0000000
268.6695762, 3740.5926559, 73746.1210462, -1.0972653, -0.0049013, 5.0000000, 0.0000000
269.1698920, 3740.8208158, 73745.6757833, -1.0972653, 0.0000000, 5.0000000, 0.0000000
269.6702078, 3741.0489756, 73745.2305205, -1.0972653, -0.0000000, 5.0000000, 0.0000000
270.1705236, 3741.2771354, 73744.7852577, -1.0972653, 0.0000000, 5.0000000, 0.0000000
270.6708394, 3741.5052952, 73744.3399949, -1.0972653, 0.0028545, 5.0000000, 0.0000000
271.1711552, 3741.7334550, 73743.8947321, -1.0944090, 0.0113893, 5.0000000, 0.0000000
271.6714710, 3741.9641473, 73743.4507943, -1.0858689, 0.0142151, 5.0000000, 0.0000000
272.1717867, 3742.1998785, 73743.0094932, -1.0801855, 0.0056796, 5.0000000, 0.0000000
272.6721025, 3742.4356096, 73742.5681920, -1.0801855, -0.0000000, 5.0000000, 0.0000000
273.1724183, 3742.6713408, 73742.1268909, -1.0801855, 0.0000000, 5.0000000, 0.0000000
273.6727341, 3742.9070720, 73741.6855897, -1.0801855, 0.0000000, 5.0000000, 0.0000000
274.1730499, 3743.1428031, 73741.2442886, -1.0801855, 0.0040090, 5.0000000, 0.0000000
274.6733657, 3743.3785343, 73740.8029875, -1.0761737, 0.0102925, 5.0000000, 0.0000000
275.1736814, 3743.6177752, 73740.3636354, -1.0698870, 0.0312348, 5.0000000, 0.0000000
275.6739972, 3743.8590090, 73739.9253823, -1.0449100, 0.1081182, 5.0000000, 0.0000000
276.1743130, 3744.1198112, 73739.4986590, -0.9615021, 0.0944619, 5.0000000, 0.0000000
276.6746288, 3744.4302248, 73739.1068676, -0.9506877, 0.0728356, 5.0000000, 0.0000000
277.1749446, 3744.6994960, 73738.6868586, -0.8885129, 0.1809656, 5.0000000, 0.0000000
277.6752604, 3745.0561915, 73738.3363949, -0.7714657, 0.2812304, 5.0000000, 0.0000000
278.1755761, 3745.4137687, 73737.9922169, -0.6047446, 0.3358433, 5.0000000, 0.0000000
278.6758919, 3745.8654692, 73737.7770830, -0.4444885, 0.1779075, 5.0000000, 0.0000000
279.1762077, 3746.3171696, 73737.5619492, -0.4230579, 0.3037713, 5.0000000, 0.0000000
279.6765235, 3746.7656343, 73737.3717878, -0.1306142, 0.5980288, 5.0000000, 0.0000000
280.1768393, 3747.2615639, 73737.4378915, 0.1301966, 0.2435420, 5.0000000, 0.0000000
280.6771551, 3747.7575842, 73737.5016711, 0.1283005, 0.0890104, 5.0000000, 0.0000000
281.1774709, 3748.2409012, 73737.5642349, 0.2190733, 0.1468316, 5.0000000, 0.0000000
281.6777866, 3748.7125737, 73737.7142962, 0.2707397, 0.1108739, 5.0000000, 0.0000000
282.1781024, 3749.1931866, 73737.8285462, 0.3291399, 0.0884717, 5.0000000, 0.0000000
282.6784182, 3749.6491323, 73738.0341910, 0.3581733, 0.0136884, 5.0000000, 0.0000000
283.1787340, 3750.1278948, 73738.1784250, 0.3430628, 0.0628625, 5.0000000, 0.0000000
283.6790498, 3750.5899239, 73738.3702292, 0.4210390, 0.1223790, 5.0000000, 0.0000000
284.1793656, 3751.0396297, 73738.5867175, 0.4654005, 0.0553987, 5.0000000, 0.0000000
284.6796813, 3751.4828237, 73738.8186373, 0.4764001, 0.0060520, 5.0000000, 0.0000000
285.1799971, 3751.9287295, 73739.0455319, 0.4714711, -0.0041491, 5.0000000, 0.0000000
285.6803129, 3752.3742847, 73739.2731201, 0.4722477, 0.0007762, 5.0000000, 0.0000000
286.1806287, 3752.8198400, 73739.5007083, 0.4722477, 0.0062208, 5.0000000, 0.0000000
286.6809445, 3753.2653953, 73739.7282965, 0.4784727, 0.0148114, 5.0000000, 0.0000000
287.1812603, 3753.7080695, 73739.9614073, 0.4870678, 0.0109580, 5.0000000, 0.0000000
287.6815761, 3754.1496469, 73740.1966206, 0.4894376, 0.0023683, 5.0000000, 0.0000000
288.1818918, 3754.5912243, 73740.4318338, 0.4894376, -0.0032963, 5.0000000, 0.0000000
288.6822076, 3755.0328017, 73740.6670471, 0.4861391, -0.0078814, 5.0000000, 0.0000000
289.1825234, 3755.4759174, 73740.8993402, 0.4815513, -0.0056760, 5.0000000, 0.0000000
289.6828392, 3755.9196344, 73741.1304919, 0.4804596, -0.0006426, 5.0000000, 0.0000000
290.1831550, 3756.3632600, 73741.3618189, 0.4809083, 0.0006831, 5.0000000, 0.0000000
290.6834708, 3756.8067694, 73741.5933686, 0.4811431, 0.0001503, 5.0000000, 0.0000000
291.1837865, 3757.2502864, 73741.8249040, 0.4810587, -0.0001526, 5.0000000, 0.0000000
291.6841023, 3757.6938349, 73742.0563788, 0.4809904, -0.0000682, 5.0000000, 0.0000000
292.1844181, 3758.1373834, 73742.2878536, 0.4809904, 0.0000000, 5.0000000, 0.0000000
292.6847339, 3758.5809319, 73742.5193285, 0.4809904, 0.0000000, 5.0000000, 0.0000000
293.1850497, 3759.0244804, 73742.7508033, 0.4809904, -0.0000000, 5.0000000, 0.0000000
293.6853655, 3759.4680290, 73742.9822781, 0.4809904, -0.0000000, 5.0000000, 0.0000000
294.1856813, 3759.9115775, 73743.2137529, 0.4809904, 0.0010992, 5.0000000, 0.0000000
294.6859970, 3760.3551260, 73743.4452278, 0.4820903, 0.0008380, 5.0000000, 0.0000000
295.1863128, 3760.7981638, 73743.6776775, 0.4818290, -0.0016216, 5.0000000, 0.0000000
295.6866286, 3761.2418332, 73743.9089205, 0.4804677, -0.0013604, 5.0000000, 0.0000000
296.1869444, 3761.6855027, 73744.1401634, 0.4804677, 0.0000000, 5.0000000, 0.0000000
296.6872602, 3762.1291721, 73744.3714064, 0.4804677, 0.0000000, 5.0000000, 0.0000000
297.1875760, 3762.5728416, 73744.6026493, 0.4804677, 0.0000000, 5.0000000, 0.0000000
297.6878917, 3763.0165110, 73744.8338923, 0.4804677, -0.0000000, 5.0000000, 0.0000000
298.1882075, 3763.4601804, 73745.0651353, 0.4804677, -0.0000000, 5.0000000, 0.0000000
298.6885233, 3763.9038499, 73745.2963782, 0.4804677, 0.0000000, 5.0000000, 0.0000000
299.1888391, 3764.3475193, 73745.5276212, 0.4804677, 0.0000000, 5.0000000, 0.0000000
299.6891549, 3764.7911888, 73745.7588641, 0.4804677, 0.0000000, 5.0000000, 0.0000000
300.1894707, 3765.2348582, 73745.9901071, 0.4804677, 0.0000000, 5.0000000, 0.0000000
300.6897864, 3765.6785277, 73746.2213501, 0.4804677, -0.0000000, 5.0000000, 0.0000000
301.1901022, 3766.1221971, 73746.4525930, 0.4804677, -0.0000000, 5.0000000, 0.0000000
301.6904180, 3766.5658666, 73746.6838360, 0.4804677, -0.0000000, 5.0000000, 0.0000000
302.1907338, 3767.0095360, 73746.9150789, 0.4804677, 0.0000946, 5.0000000, 0.0000000
302.6910496, 3767.4532055, 73747.1463219, 0.4805624, 0.0003641, 5.0000000, 0.0000000
303.1913654, 3767.8968311, 73747.3776488, 0.4808321, 0.0004445, 5.0000000, 0.0000000
303.6916812, 3768.3403758, 73747.6091311, 0.4810071, 0.0001749, 5.0000000, 0.0000000
304.1919969, 3768.7839204, 73747.8406133, 0.4810071, 0.0000000, 5.0000000, 0.0000000
304.6923127, 3769.2274651, 73748.0720955, 0.4810071, 0.0000000, 5.0000000, 0.0000000
305.1926285, 3769.6710097, 73748.3035778, 0.4810071, 0.0000000, 5.0000000, 0.0000000
305.6929443, 3770.1145544, 73748.5350600, 0.4810071, -0.0000000, 5.0000000, 0.0000000
306.1932601, 3770.5580990, 73748.7665423, 0.4810071, -0.0000761, 5.0000000, 0.0000000
306.6935759, 3771.0016437, 73748.9980245, 0.4809310, -0.0002455, 5.0000000, 0.0000000
307.1938916, 3771.4452236, 73749.2294392, 0.4807614, -0.0002606, 5.0000000, 0.0000000
307.6942074, 3771.8888467, 73749.4607710, 0.4806702, -0.0000854, 5.0000000, 0.0000000
308.1945232, 3772.3324688, 73749.6921047, 0.4806760, 0.0003780, 5.0000000, 0.0000000
308.6948390, 3772.7760893, 73749.9234417, 0.4810485, 0.0011230, 5.0000000, 0.0000000
309.1951548, 3773.2195375, 73750.1551051, 0.4817997, 0.0005287, 5.0000000, 0.0000000
309.6954706, 3773.6628078, 73750.3871072, 0.4815776, -0.0008261, 5.0000000, 0.0000000
310.1957864, 3774.1063603, 73750.6185744, 0.4809731, -0.0006040, 5.0000000, 0.0000000
310.6961021, 3774.5499128, 73750.8500415, 0.4809731, 0.0000283, 5.0000000, 0.0000000
311.1964179, 3774.9934653, 73751.0815087, 0.4810015, 0.0001110, 5.0000000, 0.0000000
311.6967337, 3775.4370047, 73751.3130010, 0.4810842, 0.0001371, 5.0000000, 0.0000000
312.1970495, 3775.8805189, 73751.5445415, 0.4811387, 0.0000544, 5.0000000, 0.0000000
312.6973653, 3776.3240331, 73751.7760821, 0.4811387, 0.0000000, 5.0000000, 0.0000000
313.1976811, 3776.7675473, 73752.0076227, 0.4811387, -0.0000000, 5.0000000, 0.0000000
313.6979968, 3777.2110615, 73752.2391633, 0.4811387, -0.0000549, 5.0000000, 0.0000000
314.1983126, 3777.6545757, 73752.4707039, 0.4810837, -0.0001426, 5.0000000, 0.0000000
314.6986284, 3778.0981154, 73752.7021957, 0.4809960, -0.0001205, 5.0000000, 0.0000000
315.1989442, 3778.5416702, 73752.9336584, 0.4809631, -0.0000328, 5.0000000, 0.0000000
315.6992600, 3778.9852250, 73753.1651212, 0.4809631, 0.0000253, 5.0000000, 0.0000000
316.1995758, 3779.4287799, 73753.3965839, 0.4809885, 0.0002761, 5.0000000, 0.0000000
316.6998916, 3779.8723230, 73753.6280691, 0.4812394, 0.0004762, 5.0000000, 0.0000000
317.2002073, 3780.3157616, 73753.8597544, 0.4814650, 0.0002254, 5.0000000, 0.0000000
317.7005231, 3780.7592002, 73754.0914396, 0.4814650, 0.0000000, 5.0000000, 0.0000000
318.2008389, 3781.2026388, 73754.3231249, 0.4814650, 0.0000000, 5.0000000, 0.0000000
318.7011547, 3781.6460775, 73754.5548102, 0.4814650, -0.0000517, 5.0000000, 0.0000000
319.2014705, 3782.0895161, 73754.7864955, 0.4814132, -0.0003501, 5.0000000, 0.0000000
319.7017863, 3782.5329787, 73755.0181348, 0.4811146, -0.0005450, 5.0000000, 0.0000000
320.2021020, 3782.9765556, 73755.2495552, 0.4808678, -0.0002466, 5.0000000, 0.0000000
320.7024178, 3783.4201325, 73755.4809757, 0.4808678, -0.0000000, 5.0000000, 0.0000000
321.2027336, 3783.8637094, 73755.7123961, 0.4808678, 0.0000467, 5.0000000, 0.0000000
321.7030494, 3784.3072863, 73755.9438165, 0.4809145, 0.0002437, 5.0000000, 0.0000000
322.2033652, 3784.7508416, 73756.1752784, 0.4811117, 0.0003475, 5.0000000, 0.0000000
322.7036810, 3785.1943272, 73756.4068737, 0.4812622, 0.0001504, 5.0000000, 0.0000000
323.2039967, 3785.6378128, 73756.6384691, 0.4812622, 0.0000000, 5.0000000, 0.0000000
323.7043125, 3786.0812984, 73756.8700645, 0.4812622, -0.0000000, 5.0000000, 0.0000000
324.2046283, 3786.5247840, 73757.1016598, 0.4812622, 0.0000245, 5.0000000, 0.0000000
324.7049441, 3786.9682696, 73757.3332552, 0.4812867, 0.0001043, 5.0000000, 0.0000000
325.2052599, 3787.4117438, 73757.5648723, 0.4813666, 0.0001352, 5.0000000, 0.0000000
325.7055757, 3787.8551924, 73757.7965385, 0.4814220, 0.0000553, 5.0000000, 0.0000000
326.2058915, 3788.2986410, 73758.0282047, 0.4814220, -0.0000000, 5.0000000, 0.0000000
326.7062072, 3788.7420896, 73758.2598709, 0.4814220, 0.0000531, 5.0000000, 0.0000000
327.2065230, 3789.1855382, 73758.4915371, 0.4814751, -0.0000937, 5.0000000, 0.0000000
327.7068388, 3789.6289621, 73758.7232505, 0.4813282, -0.0005908, 5.0000000, 0.0000000
328.2071546, 3790.0724787, 73758.9547863, 0.4808840, -0.0006879, 5.0000000, 0.0000000
328.7074704, 3790.5161083, 73759.1861056, 0.4806398, -0.0002440, 5.0000000, 0.0000000
329.2077862, 3790.9597380, 73759.4174250, 0.4806398, -0.0000000, 5.0000000, 0.0000000
329.7081019, 3791.4033676, 73759.6487443, 0.4806398, 0.0002072, 5.0000000, 0.0000000
330.2084177, 3791.8469973, 73759.8800636, 0.4808472, 0.0005545, 5.0000000, 0.0000000
330.7087335, 3792.2905309, 73760.1115668, 0.4811947, 0.0004875, 5.0000000, 0.0000000
331.2090493, 3792.7339997, 73760.3431944, 0.4813350, 0.0001402, 5.0000000, 0.0000000
331.7093651, 3793.1774684, 73760.5748221, 0.4813350, 0.0000000, 5.0000000, 0.0000000
332.2096809, 3793.6209372, 73760.8064497, 0.4813350, 0.0000000, 5.0000000, 0.0000000
332.7099967, 3794.0644059, 73761.0380773, 0.4813350, -0.0000000, 5.0000000, 0.0000000
333.2103124, 3794.5078746, 73761.2697050, 0.4813350, 0.0000023, 5.0000000, 0.0000000
333.7106282, 3794.9513434, 73761.5013326, 0.4813373, 0.0000074, 5.0000000, 0.0000000
334.2109440, 3795.3948110, 73761.7329623, 0.4813424, 0.0000079, 5.0000000, 0.0000000
334.7112598, 3795.8382774, 73761.9645945, 0.4813452, 0.0000028, 5.0000000, 0.0000000
335.2115756, 3796.2817438, 73762.1962266, 0.4813452, -0.0000000, 5.0000000, 0.0000000
335.7118914, 3796.7252102, 73762.4278588, 0.4813452, 0.0000315, 5.0000000, 0.0000000
336.2122071, 3797.1686765, 73762.6594909, 0.4813767, 0.0001044, 5.0000000, 0.0000000
336.7125229, 3797.6121283, 73762.8911510, 0.4814497, 0.0001143, 5.0000000, 0.0000000
337.2128387, 3798.0555609, 73763.1228479, 0.4814911, 0.0000414, 5.0000000, 0.0000000
337.7131545, 3798.4989935, 73763.3545448, 0.4814911, -0.0000000, 5.0000000, 0.0000000
338.2134703, 3798.9424260, 73763.5862416, 0.4814911, -0.0000000, 5.0000000, 0.0000000
338.7137861, 3799.3858586, 73763.8179385, 0.4814911, -0.0000000, 5.0000000, 0.0000000
339.2141019, 3799.8292912, 73764.0496354, 0.4814911, -0.0001009, 5.0000000, 0.0000000
339.7144176, 3800.2727237, 73764.2813323, 0.4813901, -0.0004453, 5.0000000, 0.0000000
340.2147334, 3800.7162031, 73764.5129395, 0.4810456, -0.0005877, 5.0000000, 0.0000000
340.7150492, 3801.1597952, 73764.7443308, 0.4808020, -0.0002434, 5.0000000, 0.0000000
341.2153650, 3801.6033873, 73764.9757221, 0.4808020, 0.0000000, 5.0000000, 0.0000000
341.7156808, 3802.0469794, 73765.2071133, 0.4808020, -0.0001138, 5.0000000, 0.0000000
342.2159966, 3802.4905716, 73765.4385046, 0.4806882, -0.0000547, 5.0000000, 0.0000000
342.7163123, 3802.9342163, 73765.6697948, 0.4807473, 0.0004905, 5.0000000, 0.0000000
343.2166281, 3803.3777810, 73765.9012385, 0.4811790, 0.0006901, 5.0000000, 0.0000000
343.7169439, 3803.8212259, 73766.1329117, 0.4814379, 0.0002587, 5.0000000, 0.0000000
344.2172597, 3804.2646708, 73766.3645850, 0.4814379, -0.0000000, 5.0000000, 0.0000000
344.7175755, 3804.7081157, 73766.5962582, 0.4814379, -0.0000000, 5.0000000, 0.0000000
345.2178913, 3805.1515606, 73766.8279315, 0.4814379, -0.0000616, 5.0000000, 0.0000000
345.7182070, 3805.5950055, 73767.0596048, 0.4813762, -0.0003677, 5.0000000, 0.0000000
346.2185228, 3806.0384790, 73767.2912233, 0.4810699, -0.0005505, 5.0000000, 0.0000000
346.7188386, 3806.4820657, 73767.5226249, 0.4808253, -0.0002445, 5.0000000, 0.0000000
347.2191544, 3806.9256525, 73767.7540265, 0.4808253, 0.0000000, 5.0000000, 0.0000000
347.7194702, 3807.3692392, 73767.9854281, 0.4808253, 0.0000591, 5.0000000, 0.0000000
348.2197860, 3807.8128259, 73768.2168297, 0.4808844, 0.0003883, 5.0000000, 0.0000000
348.7201018, 3808.2563853, 73768.4482837, 0.4812138, 0.0005993, 5.0000000, 0.0000000
349.2204175, 3808.6998195, 73768.6799775, 0.4814841, 0.0002701, 5.0000000, 0.0000000
349.7207333, 3809.1432536, 73768.9116713, 0.4814841, -0.0000000, 5.0000000, 0.0000000
350.2210491, 3809.5866878, 73769.1433651, 0.4814841, -0.0000055, 5.0000000, 0.0000000
350.7213649, 3810.0301220, 73769.3750588, 0.4814787, -0.0000287, 5.0000000, 0.0000000
351.2216807, 3810.4735587, 73769.6067478, 0.4814554, -0.0000409, 5.0000000, 0.0000000
351.7219965, 3810.9170037, 73769.8384209, 0.4814377, -0.0000177, 5.0000000, 0.0000000
352.2223122, 3811.3604486, 73770.0700941, 0.4814377, 0.0000000, 5.0000000, 0.0000000
352.7226280, 3811.8038936, 73770.3017673, 0.4814377, 0.0000000, 5.0000000, 0.0000000
353.2229438, 3812.2473385, 73770.5334405, 0.4814377, 0.0000000, 5.0000000, 0.0000000
353.7232596, 3812.6907835, 73770.7651137, 0.4814377, -0.0003130, 5.0000000, 0.0000000
354.2235754, 3813.1342284, 73770.9967869, 0.4811245, -0.0006952, 5.0000000, 0.0000000
354.7238912, 3813.5778184, 73771.2281822, 0.4807420, -0.0004515, 5.0000000, 0.0000000
355.2242070, 3814.0214404, 73771.4595161, 0.4806727, -0.0000692, 5.0000000, 0.0000000
355.7245227, 3814.4650624, 73771.6908500, 0.4806727, 0.0001304, 5.0000000, 0.0000000
356.2248385, 3814.9086845, 73771.9221839, 0.4808032, 0.0006097, 5.0000000, 0.0000000
356.7251543, 3815.3522461, 73772.1536336, 0.4812828, 0.0008283, 5.0000000, 0.0000000
357.2254701, 3815.7956460, 73772.3853929, 0.4816320, 0.0003490, 5.0000000, 0.0000000
357.7257859, 3816.2390459, 73772.6171523, 0.4816320, -0.0000000, 5.0000000, 0.0000000
358.2261017, 3816.6824458, 73772.8489116, 0.4816320, -0.0000000, 5.0000000, 0.0000000
358.7264174, 3817.1258457, 73773.0806710, 0.4816320, 0.0000000, 5.0000000, 0.0000000
359.2267332, 3817.5692456, 73773.3124304, 0.4816320, -0.0000391, 5.0000000, 0.0000000
359.7270490, 3818.0126456, 73773.5441897, 0.4815929, -0.0000847, 5.0000000, 0.0000000
360.2273648, 3818.4560636, 73773.7759144, 0.4815473, -0.0000521, 5.0000000, 0.0000000
360.7276806, 3818.8994847, 73774.0076333, 0.4815408, -0.0000065, 5.0000000, 0.0000000
361.2279964, 3819.3429057, 73774.2393522, 0.4815408, -0.0003104, 5.0000000, 0.0000000
361.7283122, 3819.7863268, 73774.4710711, 0.4812301, -0.0186376, 5.0000000, 0.0000000
362.2286279, 3820.2298915, 73774.7025143, 0.4628815, -0.0647821, 5.0000000, 0.0000000
362.7289437, 3820.6812264, 73774.9176642, 0.4164136, -0.0943018, 5.0000000, 0.0000000
363.2292595, 3821.1442509, 73775.1069152, 0.3685979, -0.0899746, 5.0000000, 0.0000000
363.7295753, 3821.6142171, 73775.2780328, 0.3263757, -0.0889972, 5.0000000, 0.0000000
364.2298911, 3822.0916300, 73775.4275844, 0.2795468, -0.0960729, 5.0000000, 0.0000000
364.7302069, 3822.5754045, 73775.5539548, 0.2302717, -0.1041795, 5.0000000, 0.0000000
365.2305226, 3823.0652155, 73775.6558220, 0.1753190, -0.1045311, 5.0000000, 0.0000000
365.7308384, 3823.5599830, 73775.7283607, 0.1257198, -0.1044022, 5.0000000, 0.0000000
366.2311542, 3824.0574948, 73775.7812326, 0.0708218, -0.1065211, 5.0000000, 0.0000000
366.7314700, 3824.5573617, 73775.7991152, 0.0191951, -0.1053074, 5.0000000, 0.0000000
367.2317858, 3825.0575633, 73775.8004314, -0.0346050, -0.1093798, 5.0000000, 0.0000000
367.7321016, 3825.5565513, 73775.7645244, -0.0901695, -0.1048701, 5.0000000, 0.0000000
368.2324173, 3826.0536752, 73775.7103682, -0.1395785, -0.1019356, 5.0000000, 0.0000000
368.7327331, 3826.5467020, 73775.6254160, -0.1921136, -0.1027072, 5.0000000, 0.0000000
369.2330489, 3827.0353080, 73775.5194283, -0.2423518, -0.1052983, 5.0000000, 0.0000000
369.7333647, 3827.5173252, 73775.3854675, -0.2974294, -0.1043952, 5.0000000, 0.0000000
370.2336805, 3827.9913458, 73775.2263818, -0.3467895, -0.1036022, 5.0000000, 0.0000000
370.7339963, 3828.4578326, 73775.0455734, -0.4010954, -0.1038842, 5.0000000, 0.0000000
371.2343121, 3828.9118823, 73774.8359960, -0.4506849, -0.1046049, 5.0000000, 0.0000000
371.7346278, 3829.3581914, 73774.6098897, -0.5058089, -0.1084033, 5.0000000, 0.0000000
372.2349436, 3829.7865646, 73774.3515365, -0.5590900, -0.1053808, 5.0000000, 0.0000000
372.7352594, 3830.2061460, 73774.0793393, -0.6113097, -0.1061900, 5.0000000, 0.0000000
373.2355752, 3830.6052885, 73773.7777174, -0.6652635, -0.1030723, 5.0000000, 0.0000000
373.7358910, 3830.9930197, 73773.4619790, -0.7144793, -0.1031471, 5.0000000, 0.0000000
374.2362068, 3831.3605923, 73773.1226067, -0.7684126, -0.1034669, 5.0000000, 0.0000000
374.7365225, 3831.7120444, 73772.7669746, -0.8180086, -0.1035435, 5.0000000, 0.0000000
375.2368383, 3832.0442171, 73772.3928755, -0.8719894, -0.1038632, 5.0000000, 0.0000000
375.7371541, 3832.3553154, 73772.0014046, -0.9219076, -0.0862588, 5.0000000, 0.0000000
376.2374699, 3832.6485698, 73771.5960519, -0.9582751, -0.0605140, 5.0000000, 0.0000000
376.7377857, 3832.9305495, 73771.1827738, -0.9824786, -0.0839007, 5.0000000, 0.0000000
