host,measured_at_utc,axis,bias_rad_s,std_rad_s,current_offset_rad_s,delta_rad_s,status,samples,exit_code
a4,2026-09-16T01:55:39.736087+00:00,x,0.007298350077120036,0.002140210397960412,0.0,0.007298350077120036,OK,372,0
a4,2026-09-16T01:55:39.736087+00:00,y,-0.0049940226402768765,0.001890405430563618,0.0,-0.0049940226402768765,OK,372,0
a4,2026-09-16T01:55:39.736087+00:00,z,-0.00820733097980291,0.002115489175097139,-0.0,-0.00820733097980291,OK,372,0
